time, ALLSE, ALLKE, ALLWK, ALLFD
5.340787465684115887e-04, 2.005814933776855469e+01, 8.655061035156250000e+02, 1.451395996093750000e+03, 5.231428222656250000e+02
5.370485596358776093e-04, 1.997550582885742188e+01, 8.651436767578125000e+02, 1.451395996093750000e+03, 5.235701904296875000e+02
5.400182562880218029e-04, 1.982788085937500000e+01, 8.648419189453125000e+02, 1.451395996093750000e+03, 5.239511108398437500e+02
5.431025056168437004e-04, 1.985116004943847656e+01, 8.643637695312500000e+02, 1.451440795898437500e+03, 5.243543701171875000e+02
5.460726097226142883e-04, 1.991053009033203125e+01, 8.640213623046875000e+02, 1.451545410156250000e+03, 5.247462768554687500e+02
5.490425392054021358e-04, 1.990921401977539062e+01, 8.637783203125000000e+02, 1.451685302734375000e+03, 5.251397705078125000e+02
5.520121194422245026e-04, 1.988817596435546875e+01, 8.636024780273437500e+02, 1.451897216796875000e+03, 5.255051879882812500e+02
5.550954956561326981e-04, 1.984670257568359375e+01, 8.634448852539062500e+02, 1.452233886718750000e+03, 5.259214477539062500e+02
5.580635624937713146e-04, 1.994174003601074219e+01, 8.633517456054687500e+02, 1.452724121093750000e+03, 5.263466186523437500e+02
5.610323860310018063e-04, 1.977761650085449219e+01, 8.636729125976562500e+02, 1.453345214843750000e+03, 5.267911376953125000e+02
5.640021990984678268e-04, 1.996486091613769531e+01, 8.637427978515625000e+02, 1.454071044921875000e+03, 5.272379760742187500e+02
5.670862155966460705e-04, 1.995760536193847656e+01, 8.640868530273437500e+02, 1.454893676757812500e+03, 5.276684570312500000e+02
5.700557376258075237e-04, 1.981240844726562500e+01, 8.645604248046875000e+02, 1.455742187500000000e+03, 5.281070556640625000e+02
5.730254342779517174e-04, 2.002053070068359375e+01, 8.647635498046875000e+02, 1.456632446289062500e+03, 5.285310058593750000e+02
5.761097418144345284e-04, 2.014646530151367188e+01, 8.651508789062500000e+02, 1.457571289062500000e+03, 5.289823608398437500e+02
5.790792056359350681e-04, 1.984162139892578125e+01, 8.658922119140625000e+02, 1.458486083984375000e+03, 5.294198608398437500e+02
5.820470396429300308e-04, 1.984109115600585938e+01, 8.663349609375000000e+02, 1.459479248046875000e+03, 5.298759765625000000e+02
5.850149318575859070e-04, 2.003153419494628906e+01, 8.668074951171875000e+02, 1.460660400390625000e+03, 5.303513793945312500e+02
5.880964454263448715e-04, 1.999600982666015625e+01, 8.677125244140625000e+02, 1.462019653320312500e+03, 5.308251953125000000e+02
5.910638719797134399e-04, 1.985028266906738281e+01, 8.687335815429687500e+02, 1.463314086914062500e+03, 5.312601318359375000e+02
5.940307746641337872e-04, 1.978532028198242188e+01, 8.697131347656250000e+02, 1.464705688476562500e+03, 5.317101440429687500e+02
5.971115315333008766e-04, 2.007012939453125000e+01, 8.702526245117187500e+02, 1.466139770507812500e+03, 5.322109375000000000e+02
6.000000284984707832e-04, 1.981146812438964844e+01, 8.714515380859375000e+02, 1.467544311523437500e+03, 5.326575317382812500e+02
