time, ALLSE, ALLKE, ALLWK, ALLFD
3.990920668002218008e-04, 1.130578384399414062e+02, 6.267149414062500000e+03, 7.110058105468750000e+03, 7.013872070312500000e+02
4.020495980512350798e-04, 1.157720565795898438e+02, 6.261984863281250000e+03, 7.110058105468750000e+03, 7.037760620117187500e+02
4.050071001984179020e-04, 1.189250946044921875e+02, 6.256399902343750000e+03, 7.110058105468750000e+03, 7.061390380859375000e+02
4.080781654920428991e-04, 1.218536834716796875e+02, 6.251008789062500000e+03, 7.110058105468750000e+03, 7.085770874023437500e+02
4.110348818358033895e-04, 1.246089248657226562e+02, 6.245831054687500000e+03, 7.110058105468750000e+03, 7.109271240234375000e+02
4.141051613260060549e-04, 1.280628967285156250e+02, 6.239965332031250000e+03, 7.110058105468750000e+03, 7.133565673828125000e+02
4.170619067735970020e-04, 1.315911865234375000e+02, 6.234280273437500000e+03, 7.110058105468750000e+03, 7.155572509765625000e+02
4.200145485810935497e-04, 1.342769165039062500e+02, 6.229473632812500000e+03, 7.110058105468750000e+03, 7.177113037109375000e+02
4.230798513162881136e-04, 1.364615325927734375e+02, 6.224983398437500000e+03, 7.110058105468750000e+03, 7.199774169921875000e+02
4.260301939211785793e-04, 1.389112243652343750e+02, 6.220321289062500000e+03, 7.110058105468750000e+03, 7.221431274414062500e+02
4.290937504265457392e-04, 1.408911743164062500e+02, 6.216172851562500000e+03, 7.110058105468750000e+03, 7.243460693359375000e+02
4.320440348237752914e-04, 1.431945648193359375e+02, 6.211931640625000000e+03, 7.110058105468750000e+03, 7.261506347656250000e+02
4.351071547716856003e-04, 1.457816772460937500e+02, 6.207445312500000000e+03, 7.110058105468750000e+03, 7.279760131835937500e+02
4.380554892122745514e-04, 1.476498565673828125e+02, 6.203631835937500000e+03, 7.110058105468750000e+03, 7.297136230468750000e+02
4.410034744068980217e-04, 1.484201660156250000e+02, 6.200877441406250000e+03, 7.110058105468750000e+03, 7.315272216796875000e+02
4.440648190211504698e-04, 1.485517730712890625e+02, 6.198831054687500000e+03, 7.110058105468750000e+03, 7.333329467773437500e+02
4.470122221391648054e-04, 1.481374206542968750e+02, 6.197300781250000000e+03, 7.110058105468750000e+03, 7.351298217773437500e+02
4.500738868955522776e-04, 1.474925231933593750e+02, 6.196037597656250000e+03, 7.110058105468750000e+03, 7.369588623046875000e+02
4.530220467131584883e-04, 1.466097259521484375e+02, 6.195086914062500000e+03, 7.110058105468750000e+03, 7.387547607421875000e+02
4.560833622235804796e-04, 1.455251617431640625e+02, 6.194428710937500000e+03, 7.110058105468750000e+03, 7.405426635742187500e+02
4.590324824675917625e-04, 1.441235809326171875e+02, 6.194250000000000000e+03, 7.110058105468750000e+03, 7.421686401367187500e+02
4.620945546776056290e-04, 1.418903045654296875e+02, 6.194887207031250000e+03, 7.110058105468750000e+03, 7.437798461914062500e+02
4.650427727028727531e-04, 1.396726226806640625e+02, 6.195638183593750000e+03, 7.110058105468750000e+03, 7.452694702148437500e+02
4.681044956669211388e-04, 1.377243347167968750e+02, 6.196167968750000000e+03, 7.110058105468750000e+03, 7.466304321289062500e+02
4.710541397798806429e-04, 1.355125274658203125e+02, 6.197032226562500000e+03, 7.110058105468750000e+03, 7.479226684570312500e+02
4.740047734230756760e-04, 1.324803771972656250e+02, 6.198803710937500000e+03, 7.110058105468750000e+03, 7.491825561523437500e+02
4.770703380927443504e-04, 1.290396575927734375e+02, 6.201044921875000000e+03, 7.110058105468750000e+03, 7.504533691406250000e+02
4.800268798135221004e-04, 1.259646835327148438e+02, 6.202997070312500000e+03, 7.110058105468750000e+03, 7.516071777343750000e+02
4.831012338399887085e-04, 1.226889801025390625e+02, 6.205138183593750000e+03, 7.110058105468750000e+03, 7.528002929687500000e+02
4.860626650042831898e-04, 1.192793273925781250e+02, 6.207412109375000000e+03, 7.110058105468750000e+03, 7.539475097656250000e+02
4.890229320153594017e-04, 1.163639831542968750e+02, 6.209174316406250000e+03, 7.110058105468750000e+03, 7.551009521484375000e+02
4.920960636809468269e-04, 1.134579086303710938e+02, 6.210826660156250000e+03, 7.110058105468750000e+03, 7.563243408203125000e+02
4.950566799379885197e-04, 1.112139358520507812e+02, 6.211897460937500000e+03, 7.110058105468750000e+03, 7.574829101562500000e+02
4.980188678018748760e-04, 1.097047195434570312e+02, 6.212291503906250000e+03, 7.110058105468750000e+03, 7.586153564453125000e+02
5.010961904190480709e-04, 1.086538696289062500e+02, 6.212095703125000000e+03, 7.110058105468750000e+03, 7.598110961914062500e+02
5.040590185672044754e-04, 1.078717498779296875e+02, 6.211614257812500000e+03, 7.110058105468750000e+03, 7.609704589843750000e+02
5.070211482234299183e-04, 1.075791168212890625e+02, 6.210678710937500000e+03, 7.110058105468750000e+03, 7.621417236328125000e+02
5.100967828184366226e-04, 1.080665435791015625e+02, 6.208966796875000000e+03, 7.110058105468750000e+03, 7.633350219726562500e+02
5.130582721903920174e-04, 1.084919128417968750e+02, 6.207438476562500000e+03, 7.110058105468750000e+03, 7.644105224609375000e+02
5.160180153325200081e-04, 1.088044586181640625e+02, 6.205994628906250000e+03, 7.110058105468750000e+03, 7.654677124023437500e+02
